SEASON,SECTOR,PERMIT_NUMBER,RIGHT_NUMBER,PERMIT_STATUS_NAME,Quota_code
2017-2018,IR,1710179,,Approved,10020
2017-2018,IR,1710306,,Approved,10001
2017-2018,IR,1710336,,Expired,10006
2017-2018,IR,1710441,,Expired,10005
2017-2018,IR,1710502,,Expired,10025
2017-2018,IR,1710727,,Cancelled,10022
2017-2018,IR,1710745,,Approved,10023
2017-2018,IR,1801173,,Cancelled,10035
2017-2018,IR,1801184,,Cancelled,10003
2017-2018,IR,1801391,,Expired,10017
2017-2018,IR,1801428,,Expired,10006
2017-2018,IR,1801458,,Expired,10007
2017-2018,IR,1801464,,Expired,10045
2017-2018,IR,1801528,,Expired,10018
2017-2018,IR,1801584,,Cancelled,10044
2017-2018,IR,1801629,,Expired,10011
2017-2018,IR,1801703,,Expired,10032
2017-2018,IR,1801729,,Approved,10031
2017-2018,IR,1801803,,Expired,10008
2017-2018,IR,1801812,,Cancelled,10015
2017-2018,IR,1801817,,Cancelled,10029
2017-2018,IR,1801821,,Cancelled,10010
2017-2018,IR,1801936,,Expired,10030
2017-2018,IR,1801939,,Expired,10018
2017-2018,IR,1802065,,Approved,10034
2017-2018,IR,1802356,,Expired,10038
2017-2018,IR,1802789,,Approved,10015
2017-2018,IR,1803067,,Expired,10042
2017-2018,IR,1803107,,Expired,10014
2017-2018,IR,1803128,,Cancelled,10000
2017-2018,IR,1803138,,Cancelled,10041
2017-2018,IR,1803418,,Approved,10019
2017-2018,IR,1803436,,Approved,10043
2017-2018,IR,1803439,,Approved,10038
2017-2018,IR,1803441,,Approved,10002
2017-2018,IR,1803443,,Approved,10003
2017-2018,IR,1803446,,Approved,10000
2017-2018,IR,1803451,,Approved,10041
2017-2018,IR,1803468,,Approved,10010
2017-2018,IR,1803760,,Cancelled,10036
2017-2018,IR,1803810,,Expired,10011
2018-2019,IR,1808988,,Expired,10004
2018-2019,IR,1808989,,Cancelled,10023
2018-2019,IR,1808990,,Expired,10026
2018-2019,IR,1808992,,Expired,10015
2018-2019,IR,1808998,,Expired,10025
2018-2019,IR,1808999,,Expired,10006
2018-2019,IR,1809021,,Expired,10008
2018-2019,IR,1809024,,Expired,10007
2018-2019,IR,1809028,,Cancelled,10005
2018-2019,IR,1809029,,Expired,10039
2018-2019,IR,1809030,,Expired,10032
2018-2019,IR,1809031,,Cancelled,10019
2018-2019,IR,1809035,,Expired,10038
2018-2019,IR,1809038,,Expired,10043
2018-2019,IR,1809040,,Expired,10029
2018-2019,IR,1809041,,Deleted,10003
2018-2019,IR,1809042,,Expired,10002
2018-2019,IR,1809045,,Expired,10000
2018-2019,IR,1809046,,Approved,10041
2018-2019,IR,1809047,,Expired,10042
2018-2019,IR,1809048,,Approved,10022
2018-2019,IR,1809126,,Expired,10040
2018-2019,IR,1809211,,Expired,10028
2018-2019,IR,1809235,,Cancelled,10013
2018-2019,IR,1809258,,Cancelled,10021
2018-2019,IR,1809392,,Expired,10024
2018-2019,IR,1809399,,Cancelled,10017
2018-2019,IR,1809400,,Expired,10036
2018-2019,IR,1809461,,Expired,10046
2018-2019,IR,1809462,,Expired,10018
2018-2019,IR,1809503,,Cancelled,10037
2018-2019,IR,1809512,,Expired,10044
2018-2019,IR,1809598,,Expired,10031
2018-2019,IR,1809600,,Cancelled,10033
2018-2019,IR,1809699,,Cancelled,10016
2018-2019,IR,1809700,,Cancelled,10011
2018-2019,IR,1809773,,Cancelled,10001
2018-2019,IR,1809780,,Expired,10020
2018-2019,IR,1809816,,Expired,10017
2018-2019,IR,1809846,,Cancelled,10010
2018-2019,IR,1809862,,Cancelled,10003
2018-2019,IR,1809953,,Cancelled,10012
2018-2019,IR,1809981,,Cancelled,10030
2018-2019,IR,1900827,,Expired,10003
2018-2019,IR,1900938,,Expired,10035
2018-2019,IR,1900992,,Expired,10019
2018-2019,IRO,1901021,,Cancelled,11004
2018-2019,IRO,1901022,,Cancelled,11008
2018-2019,IRO,1901024,,Cancelled,11006
2018-2019,IRO,1901025,,Expired,11002
2018-2019,IRO,1901028,,Cancelled,11007
2018-2019,IRO,1901029,,Cancelled,11005
2018-2019,IRO,1901030,,Cancelled,11017
2018-2019,IRO,1901053,,Expired,11039
2018-2019,IRO,1901076,,New,11004
2018-2019,IRO,1901102,,Expired,11012
2018-2019,IRO,1901114,,Expired,11004
2018-2019,IRO,1901132,,Expired,11039
2018-2019,IRO,1901155,,Cancelled,11011
2018-2019,IRO,1901156,,Expired,11009
2018-2019,IRO,1901174,,Approved,11007
2018-2019,IRO,1901177,,Cancelled,11003
2018-2019,IRO,1901226,,Expired,11016
2018-2019,IRO,1901227,,Expired,11013
2018-2019,IRO,1901232,,Expired,11012
2018-2019,IRO,1901233,,Cancelled,11014
2018-2019,IRO,1901238,,Cancelled,11003
2018-2019,IRO,1901248,,Cancelled,11017
2018-2019,IRO,1901258,,Expired,11017
2018-2019,IRO,1901293,,Cancelled,11006
2018-2019,IRO,1901296,,Cancelled,11005
2018-2019,IRO,1901299,,Cancelled,11007
2018-2019,IRO,1901303,,Cancelled,11004
2018-2019,IRO,1901305,,Cancelled,11003
2018-2019,IRO,1901307,,Cancelled,11008
2018-2019,IRO,1901317,,Expired,11019
2018-2019,IRO,1901318,,Cancelled,11010
2018-2019,IRO,1901319,,Expired,11018
2018-2019,IRO,1901320,,Expired,11018
2018-2019,IRO,1901402,,Cancelled,11032
2018-2019,IRO,1901423,,Expired,11028
2018-2019,IRO,1901431,,Cancelled,11038
2018-2019,IRO,1901438,,Expired,11020
2018-2019,IRO,1901487,,Expired,11038
2018-2019,IRO,1901531,,Expired,11028
2018-2019,IRO,1901544,,Cancelled,11003
2018-2019,IRO,1901546,,Expired,11021
2018-2019,IRO,1901561,,New,11027
2018-2019,IRO,1901563,,Cancelled,11022
2018-2019,IRO,1901644,,Expired,11033
2018-2019,IRO,1901649,,Cancelled,11024
2018-2019,IRO,1901693,,Cancelled,11026
2018-2019,IRO,1901721,,Expired,11025
2018-2019,IRO,1901722,,Expired,11027
2018-2019,IRO,1901736,,Expired,11023
2018-2019,IRO,1901826,,Expired,11029
2018-2019,IRO,1901892,,Expired,11043
2018-2019,IRO,1901896,,Expired,11031
2018-2019,IRO,1901897,,Expired,11030
2018-2019,IRO,1902028,,Expired,11027
2018-2019,IRO,1902053,,Expired,11006
2018-2019,IRO,1902056,,Expired,11005
2018-2019,IRO,1902058,,Expired,11003
2018-2019,IRO,1902060,,Expired,11007
2018-2019,IRO,1902062,,Approved,11004
2018-2019,IRO,1902064,,Expired,11008
2018-2019,IRO,1902151,,Cancelled,11032
2018-2019,IRO,1902217,,Expired,11034
2018-2019,IRO,1902274,,Expired,11033
2018-2019,IRO,1902293,,Approved,11019
2018-2019,IRO,1902328,,Approved,11003
2018-2019,IRO,1902340,,Expired,11037
2018-2019,IRO,1902363,,Cancelled,11044
2018-2019,IRO,1902416,,Cancelled,11022
2018-2019,IRO,1902429,,Expired,11035
2018-2019,IRO,1902462,,Cancelled,11036
2018-2019,IRO,1902592,,Cancelled,11038
2018-2019,IRO,1902717,,Approved,11014
2018-2019,IRO,1902770,,Approved,11014
2018-2019,IRO,1902806,,Approved,11024
2018-2019,IRO,1902812,,Approved,11032
2018-2019,IRO,1902814,,Expired,11038
2018-2019,IRO,1902851,,Expired,11040
2018-2019,IRO,1902882,,Cancelled,11039
2018-2019,IRO,1902961,,Cancelled,11041
2018-2019,IRO,1903169,,Expired,11032
2018-2019,IRO,1903328,,Expired,11024
2018-2019,IRO,1903342,,Expired,11036
2018-2019,IRO,1903773,,Expired,11017
2018-2019,IRO,1903936,,Cancelled,11004
2018-2019,IRO,1903978,,Expired,11011
2018-2019,IRO,1904004,,Expired,11010
2018-2019,IRO,1904178,,Cancelled,11038
2018-2019,IRO,1904421,,Approved,11004
2018-2019,IRO,1904670,,Expired,11026
2018-2019,IRO,1905188,,Expired,11042
2018-2019,IRO,1905253,,Awaiting approval,11038
2018-2019,IRO,1906637,,Approval declined,11039
2018-2019,IRO,1906690,,Approval declined,11022
2018-2019,IRO,1907224,,Expired,11041
2018-2019,IRO,1907263,,Expired,11044
